credit_limit_mad,gender,education_level,marital_status,age,payment_status_month_1,payment_status_month_2,payment_status_month_3,payment_status_month_4,payment_status_month_5,payment_status_month_6,bill_amount_month_1,bill_amount_month_2,bill_amount_month_3,bill_amount_month_4,bill_amount_month_5,bill_amount_month_6,payment_amount_month_1,payment_amount_month_2,payment_amount_month_3,payment_amount_month_4,payment_amount_month_5,payment_amount_month_6,target
32200.0,0,4,2,21,-1,-2,-2,-2,-1,0,12645,10493,9022,8969,8796,8698,2716,6283,3150,2102,2747,3276,0
77700.0,1,2,1,29,0,0,-1,0,-1,-1,26778,24611,25398,21091,19409,19348,33,54,73,41,51,49,0
16100.0,0,1,2,25,-1,0,1,1,0,1,6386,6615,6706,5797,5992,5562,1486,1749,1628,1242,1793,1072,0
49000.0,1,2,1,21,1,0,-1,0,-1,-1,30600,29022,26658,27997,29328,24401,6987,6797,9547,5905,9057,4778,0
164150.0,0,1,1,30,0,-1,0,0,0,1,71280,65586,71832,76489,72013,77425,41113,43704,32128,29983,26217,35786,0
32550.0,1,2,2,33,0,1,2,1,1,0,15985,14979,16232,14159,14004,12783,6678,2779,6898,4823,3183,5652,1
47950.0,1,1,2,21,1,0,-1,-2,-1,-1,20025,20844,19333,21237,17927,14358,20399,11286,19255,15107,10767,13921,0
21000.0,1,3,2,45,0,1,0,0,1,2,4120,4176,3837,3973,3266,2746,544,495,229,240,239,170,0
14700.0,0,4,1,38,-1,0,1,2,1,1,4816,4706,4538,4087,3883,3825,1698,2364,2325,3370,1347,2978,0
9100.0,1,1,1,36,2,2,1,2,3,2,4952,5145,5063,5437,4880,5245,1323,832,1665,705,759,1321,0
26950.0,1,1,2,40,0,0,0,0,-1,0,7454,6426,6317,6715,6162,6292,1759,2134,3213,2025,2227,2969,0
5950.0,1,1,1,40,0,-1,-2,-2,-2,-1,1318,1178,1250,1234,1320,1126,182,182,232,201,284,225,0
11900.0,0,2,2,37,5,5,4,5,6,5,4272,4174,3995,3710,3739,3430,993,1717,777,529,1554,1262,1
14700.0,0,1,1,49,-1,0,1,2,3,4,8579,7968,7990,6635,6495,5381,400,249,163,178,370,287,1
39550.0,1,3,2,21,-1,0,0,0,-1,-2,30832,30292,25271,23054,19844,19121,1192,2641,1125,1888,1413,707,0
11550.0,0,2,2,40,0,0,-1,0,1,1,4800,4438,4547,4083,4321,3498,796,794,534,352,746,548,1
22750.0,0,2,2,32,-1,-1,-1,-1,0,1,5128,5530,6044,5762,6249,5368,493,561,454,582,579,402,0
6650.0,0,2,1,48,2,3,2,1,1,1,724,729,733,687,627,595,193,165,229,99,210,107,0
25200.0,1,3,1,38,2,3,2,3,4,4,5386,5114,4890,3966,3821,3445,569,855,523,503,712,601,0
54600.0,0,1,2,34,-1,-1,-2,-2,-2,-2,21349,21612,20558,20817,19360,20037,2673,5378,7340,6786,5505,4764,0
17150.0,1,2,1,48,6,6,6,6,7,6,2016,1730,1472,1369,1315,1166,757,349,541,548,405,261,0
7000.0,1,2,2,33,1,0,1,0,1,0,1443,1175,1225,1340,1424,1486,49,33,41,46,54,52,0
28350.0,0,2,1,39,-1,-1,0,0,0,-1,8215,6964,5951,5309,4467,4678,2002,2122,3049,2800,1853,2789,0
125650.0,1,2,2,29,6,6,5,4,4,4,63545,60388,51494,54540,43781,42721,5850,3685,2260,2441,5048,1945,1
17500.0,0,1,2,36,-2,-1,-1,-2,-2,-2,3845,3135,2727,2526,2210,1946,1376,1341,868,1013,1136,802,0
27650.0,1,2,2,54,-1,-1,-2,-1,0,-1,12100,12352,13047,12705,13493,14413,3732,3690,2480,4551,3366,4011,1
9450.0,1,3,2,43,-1,0,1,1,2,3,2883,2928,2652,2823,2612,2212,207,280,240,363,260,216,0
15400.0,1,1,1,39,0,-1,-1,-1,0,1,6105,6456,5814,6232,6703,6237,908,593,977,1114,856,679,0
13650.0,0,2,1,22,3,2,1,0,1,1,6605,5495,5651,5764,4712,3853,4843,4076,5308,5511,1876,1930,1
37450.0,1,1,1,57,-1,-2,-2,-2,-2,-1,15952,14658,15932,13577,11427,11021,3441,2978,1421,1663,2358,2171,0
11900.0,1,2,1,24,0,-1,-1,-1,0,0,10447,10047,8949,9539,10030,9676,1282,1043,1184,839,1775,1070,0
16100.0,1,3,1,36,-1,0,1,0,1,1,6883,5700,5848,5996,6034,6339,2494,2289,1802,2105,1218,1850,0
28700.0,1,2,1,39,0,-1,-2,-2,-1,-1,15488,16157,15622,14624,14780,12289,4392,5892,3634,4943,4663,2031,0
3500.0,0,1,1,41,1,1,1,0,-1,0,1561,1447,1305,1362,1143,947,22,27,25,36,28,27,0
44800.0,1,1,2,29,0,1,2,2,3,3,26436,22608,20932,17878,15676,17090,2326,2480,1698,1522,1636,923,0
7000.0,0,3,1,41,-1,-2,-2,-2,-1,-1,756,616,512,433,435,417,458,423,216,400,220,207,0
7700.0,0,1,2,24,-1,-2,-1,-1,-1,-2,2519,2608,2543,2785,2351,1999,532,235,622,500,229,471,0
8050.0,1,1,1,50,2,2,3,3,3,3,1657,1588,1373,1472,1346,1335,429,172,358,162,248,309,0
82600.0,1,2,1,23,2,2,3,3,3,2,35033,36047,33375,31337,30750,31033,1612,3236,3033,2096,1993,2677,1
75600.0,1,1,1,30,1,1,1,0,1,1,32478,29770,32247,26816,26040,20972,6494,5859,4418,2291,5048,5101,1
11200.0,0,3,2,40,0,1,2,3,3,4,4008,3498,3398,3522,3022,2903,1744,1832,748,1264,607,719,0
100800.0,0,1,3,33,-1,-2,-1,0,-1,-1,36583,33196,26725,24343,19496,18872,14806,13055,10284,7665,8007,11855,0
98000.0,1,2,1,49,2,1,1,1,0,1,34989,32020,27174,27285,23597,23501,9348,16261,8104,11640,11250,10534,0
25900.0,1,1,1,47,0,0,-1,0,1,0,9984,10874,9786,9468,8270,7234,1105,673,1079,883,464,898,1
153300.0,0,2,2,40,2,2,2,1,1,0,92031,80275,80387,87730,85221,91252,9124,5854,15655,6557,6309,7216,0
74550.0,1,2,1,28,-1,-2,-1,-1,-2,-2,8629,7343,6795,5958,5420,4728,2175,2561,1507,1714,1973,1218,0
20650.0,0,3,1,34,0,-1,-1,-1,-2,-2,6687,5425,4942,4321,3883,4021,5041,3727,2872,2971,2950,1108,0
39200.0,1,2,2,22,1,2,1,2,1,0,1743,1814,1971,2012,1975,1799,1198,772,925,1433,1164,1448,1
12600.0,1,1,1,27,0,0,0,0,-1,-1,4215,4349,4154,4217,3452,2855,1281,999,989,1166,770,852,0
17150.0,1,1,1,33,-2,-2,-1,-1,0,1,8004,8424,7772,7630,7010,7060,86,163,71,96,165,109,0
20300.0,0,4,1,43,0,0,-1,0,1,1,3311,3271,2916,2425,2515,2182,350,537,362,192,276,203,0
10150.0,1,2,1,39,0,1,0,-1,0,1,2852,2437,2174,2168,2018,1915,1275,1054,772,752,565,488,1
27650.0,1,2,1,33,0,1,0,1,1,2,15651,14879,14706,12602,12087,10530,7829,5704,8099,4484,6697,2546,0
3850.0,1,4,1,28,-1,0,-1,-2,-1,-2,579,486,400,357,364,344,30,25,32,38,33,19,0
26250.0,1,1,2,42,2,2,3,3,2,3,13330,13013,14222,13785,11432,11209,951,991,890,854,894,898,0
16450.0,0,2,1,30,0,1,1,0,-1,0,12081,11042,11602,11918,9574,9549,6295,4428,4352,2558,3222,2829,0
45150.0,1,1,2,41,3,2,3,2,3,2,14666,12072,10689,10173,10609,10586,2947,2662,2764,2613,2421,2212,0
15400.0,0,1,1,40,0,-1,-2,-1,-2,-2,2851,2453,2141,2011,2198,1927,91,120,149,100,171,123,0
29750.0,1,1,2,45,0,0,0,0,1,2,8188,7082,7762,6866,6381,5409,2357,1654,3559,1681,1566,1561,0
17500.0,0,3,2,27,2,1,2,3,4,4,11535,10246,8537,9006,8122,8300,2207,1969,1111,1523,979,1615,0
8750.0,1,2,2,31,2,1,2,2,2,3,2241,2347,2415,2387,1911,1888,251,274,460,550,502,176,1
26600.0,0,1,2,35,0,0,0,1,0,-1,3269,3155,3464,2890,2507,2619,1258,677,835,659,908,1006,0
23800.0,0,1,2,32,-2,-1,0,-1,-1,0,8113,8801,7668,6506,6299,6618,963,1469,2111,1156,1457,1369,0
54600.0,0,1,2,29,1,1,1,1,2,2,20224,16816,15578,15669,12684,10976,11451,7888,3062,4112,7239,5678,0
86450.0,1,3,1,29,1,2,3,4,5,6,59620,55280,46134,41254,35702,36390,8712,6945,14005,12073,5942,9102,1
174650.0,1,2,1,23,3,3,2,2,3,2,73892,73952,70578,74685,62383,65131,14070,13798,10664,12801,17405,17379,1
31500.0,1,4,2,28,0,1,2,3,2,2,18837,18916,17693,15050,13983,12505,4286,2629,2889,3537,1797,1103,0
33250.0,0,3,1,41,0,0,1,2,3,3,14329,15086,12963,10425,9842,9589,3954,2393,4438,1820,2741,2364,1
29050.0,1,3,2,43,0,0,-1,-2,-2,-2,14946,12332,11714,9906,8839,8200,7281,6142,4291,7093,6820,4723,0
10850.0,1,1,1,38,0,1,0,1,0,1,5788,5618,4929,5301,5299,5144,599,802,765,1190,863,1442,0
16450.0,0,1,2,33,0,-1,-1,0,0,-1,6989,6119,5146,4408,4060,3726,2293,1340,1807,1178,1909,955,0
35000.0,1,2,2,34,0,1,0,1,1,0,4686,4528,4417,4259,4482,4278,3649,2696,2618,3024,1420,3048,0
68950.0,1,2,1,48,-1,-1,0,1,0,-1,16652,18111,17144,15079,14915,15410,5029,5286,2824,4564,3473,3113,0
67550.0,0,2,1,43,0,1,1,1,1,1,24899,21498,23024,25017,22186,22111,6022,7254,4495,3154,2580,5872,0
18900.0,0,1,2,21,-1,-2,-2,-2,-2,-2,5207,5164,5074,4597,4141,3861,2057,2286,1080,911,958,1554,0
11200.0,1,4,2,27,0,0,0,1,0,-1,9105,8309,7596,8049,8499,8482,83,71,63,82,86,77,1
85750.0,0,1,1,30,1,1,0,-1,-1,0,61128,64246,68227,72423,71414,70748,4068,2561,3802,4303,4072,5007,0
13300.0,1,1,3,49,-1,-2,-2,-2,-1,0,6385,6304,5939,5101,4099,3418,1383,1941,2078,1627,1166,1228,0
7350.0,1,2,2,41,-1,0,1,0,-1,-1,5384,4670,3781,3742,3506,3582,853,639,304,365,566,206,0
28000.0,1,1,1,22,-1,-1,-2,-1,-1,-2,7483,6395,5484,5547,5473,5899,1663,1441,1347,1461,1484,744,0
17500.0,1,1,2,41,-1,0,1,0,1,0,5678,4772,3957,4189,3442,3403,3110,2878,3586,3680,2636,1898,0
21000.0,0,1,2,61,2,3,3,2,1,2,15869,16349,15289,14882,15459,16952,741,1396,520,720,694,1160,1
18900.0,1,1,1,43,0,1,1,1,2,1,1110,1183,1223,1218,1290,1130,202,392,397,188,206,240,0
21350.0,0,1,2,27,0,1,1,2,2,2,8213,8713,7150,7644,7460,7425,455,856,723,847,436,1142,0
21700.0,1,1,1,49,6,7,6,6,5,5,11996,11693,11432,10936,11341,11397,2551,1890,1833,2580,1704,1814,1
38150.0,1,2,1,38,1,1,0,1,1,1,17602,18030,18714,15241,15282,15516,661,541,839,1172,1091,1002,0
25900.0,1,2,1,29,-1,0,1,2,2,1,4077,4395,3720,3968,4019,3481,1302,1393,1858,1847,2457,932,0
22400.0,1,2,1,35,-1,-2,-2,-2,-1,-1,9001,8850,7097,5782,5294,5764,1364,1392,2033,1495,947,1878,0
33950.0,1,2,2,33,-2,-2,-2,-2,-2,-1,8461,7720,6952,6906,6696,5675,1050,554,977,1182,1183,669,0
47250.0,0,1,2,29,-1,-1,-1,-1,-2,-1,6698,6878,7391,7702,7414,6606,569,532,808,880,373,866,0
7000.0,1,1,3,24,0,-1,-2,-2,-2,-2,2263,2229,1939,1593,1684,1359,772,1511,652,706,1193,677,0
12250.0,0,3,2,29,8,7,6,7,7,7,2183,2162,2165,1991,2141,1757,2518,2173,2129,1657,2107,706,1
5250.0,1,2,1,35,1,0,1,1,2,3,720,791,691,670,734,736,222,454,198,224,412,469,0
22050.0,0,1,2,42,0,1,2,2,3,2,714,738,766,678,554,528,306,304,241,252,336,267,1
14000.0,1,4,1,23,4,4,4,3,2,2,8950,9498,8715,7169,7747,7032,653,575,529,258,604,396,1
9450.0,0,2,2,22,-1,-2,-1,-1,-2,-2,2024,1637,1348,1083,1074,951,410,502,611,561,605,251,0
22750.0,1,1,2,36,0,-1,0,1,0,1,18874,19021,18692,19584,16752,15560,1782,2528,1662,4316,3803,3204,1
9100.0,1,4,1,32,2,1,2,1,0,0,2398,2615,2276,2118,2281,2508,112,136,59,96,98,159,0
36050.0,1,2,2,31,2,2,3,3,2,3,7706,8018,6681,5610,5810,5922,1048,1277,920,1254,451,1145,0
21350.0,0,4,2,27,3,2,1,1,1,2,18756,17355,17914,18720,16505,17376,2901,7352,3074,6335,3024,5832,1
17850.0,1,1,2,27,-2,-1,-2,-2,-1,-2,6242,5277,5307,5727,5108,5610,1393,1084,2367,2392,1061,2674,0
25900.0,0,1,1,25,5,6,5,4,4,4,4838,4298,4263,3798,3861,3558,2901,2910,4026,3833,2780,4700,1
36750.0,1,2,2,21,-1,0,0,-1,0,-1,13802,12007,10683,10728,10096,9610,1658,2131,3007,3133,1511,2753,0
21350.0,0,1,1,38,-2,-2,-2,-2,-1,0,17530,16276,17830,16628,16702,14840,1112,1561,1116,1238,704,1153,0
17150.0,1,1,1,40,8,7,6,5,4,5,3814,4038,3336,3529,3423,3058,208,294,104,208,212,157,1
19250.0,0,3,2,50,2,1,0,0,1,1,6431,5763,5301,5267,4555,4024,556,671,1246,493,982,473,0
45850.0,1,1,1,40,-1,-1,-1,-2,-1,-1,34933,32038,31120,32666,34697,31738,6071,4823,5561,5518,5928,4075,0
5600.0,1,4,1,35,-1,0,1,2,3,3,2823,2554,2253,2134,2114,1770,682,437,601,594,358,396,0
22050.0,0,2,2,39,1,1,0,-1,-2,-2,14292,13450,12903,11107,11082,11760,7749,5312,5362,3797,2816,3825,0
75600.0,1,3,1,32,4,4,3,4,4,4,13928,13848,13401,11070,10354,9455,5613,5984,3842,2781,1771,3305,0
49700.0,1,2,1,27,1,2,3,2,1,0,11616,9444,8710,8602,7753,7434,1787,700,1507,804,466,833,0
29400.0,0,2,2,41,-1,0,0,-1,0,1,7183,7414,6836,5970,4880,4168,1930,2157,2882,1907,1377,1223,0
38150.0,1,1,1,38,0,1,2,2,3,4,710,750,682,639,597,491,515,507,400,276,356,290,1
177100.0,1,2,2,23,-1,0,1,1,2,3,103909,113969,96311,94661,82270,71727,115778,142252,121186,58283,43404,61878,1
26950.0,0,1,2,35,-1,0,1,0,0,-1,7666,6451,6610,6329,5791,6083,1211,1019,485,697,556,1228,0
15400.0,1,1,2,27,4,4,4,5,4,4,8865,8601,8261,8551,8568,6972,911,829,914,2040,1649,746,0
71750.0,0,1,2,43,-1,-1,-2,-1,-1,-2,36514,34269,33618,32608,33719,29275,621,826,758,421,752,586,0
26950.0,0,1,1,31,0,-1,0,1,1,1,11023,12049,10525,11143,9286,8876,1855,2528,1797,2288,2693,2011,0
4550.0,1,1,1,51,0,1,2,2,1,1,541,575,491,405,397,349,55,23,49,21,26,16,0
28000.0,1,2,1,46,-1,-2,-2,-1,-1,-1,3454,3286,3523,3027,3271,3178,1443,991,974,1560,1401,1702,0
37800.0,1,1,1,25,-1,-1,-1,-1,-2,-2,4882,4987,5473,4820,4071,3569,2393,2170,954,2051,1088,1166,0
9800.0,1,1,1,29,0,1,1,0,1,1,3787,4138,3772,3892,3986,3770,1110,896,1050,583,1161,432,0
143150.0,1,4,2,41,-2,-1,-1,-1,0,0,41433,36010,32976,32767,35854,31969,29996,26671,29938,22141,31641,11727,0
12950.0,1,2,1,36,0,0,0,-1,-2,-2,8753,9413,9224,8293,9035,9147,3648,3412,4391,4564,2214,3204,1
14350.0,0,4,2,32,-1,-2,-2,-1,0,0,4423,3640,3516,3057,2869,2372,937,1703,1656,1460,869,450,1
54250.0,1,4,2,36,0,-1,-2,-1,0,0,34209,27938,24229,21135,19875,18003,8142,16459,5450,5010,13120,5040,0
40600.0,1,1,1,34,-1,-1,0,0,0,0,7888,7947,8400,7299,6435,5385,402,584,682,608,224,337,0
27300.0,0,4,2,44,1,2,3,4,5,5,13597,13607,12338,12251,12032,11561,6077,4860,4427,4730,4257,4698,0
34650.0,1,1,2,32,0,0,1,0,1,2,15991,13243,11696,9739,9114,9998,3802,2846,2218,2381,1645,1763,1
16450.0,0,4,2,39,0,0,-1,-2,-2,-1,4347,3750,3178,2750,2288,2426,1177,598,904,802,606,445,0
14700.0,1,2,2,39,0,-1,0,0,0,1,4152,4091,3454,2934,2841,2328,205,136,63,146,105,66,0
8400.0,1,2,2,46,-1,-2,-1,-2,-2,-2,3923,3691,3274,3312,3359,3076,834,484,383,545,296,432,0
132300.0,1,2,1,34,-1,-2,-2,-2,-2,-2,29026,30654,30758,27921,29656,24496,2679,2176,1591,2190,2791,1866,0
6650.0,0,3,1,36,-1,0,-1,0,-1,-1,2937,2584,2282,1867,2043,1716,825,1226,1190,984,920,667,0
22050.0,1,2,2,38,0,1,2,2,2,1,8355,7068,7204,5919,5305,4565,1141,622,553,686,259,611,0
7000.0,0,2,1,29,-1,-2,-2,-2,-2,-2,4484,4335,4213,3759,3570,3750,1617,1833,1196,1588,1640,1830,0
19600.0,1,1,2,34,0,-1,-1,-2,-1,-2,12312,11118,9434,8388,7555,6244,1651,2238,735,1473,1513,754,0
34650.0,1,3,2,27,-1,-2,-2,-1,0,-1,12376,13071,11964,10144,9123,8112,2793,1644,2889,2612,1323,1400,0
23800.0,1,1,1,41,1,0,-1,-2,-1,0,9494,8923,7520,6740,7013,6956,2690,3864,3564,2356,3387,2160,1
126000.0,1,2,1,49,-1,-1,-1,-1,-1,-2,24457,20069,17133,18727,18592,16218,7788,7293,4866,4294,7847,5371,0
33950.0,1,2,1,21,2,3,3,3,2,3,14010,12049,9970,8544,8058,8198,3961,1522,2417,2140,1136,1668,0
23450.0,0,2,2,44,0,0,-1,-2,-2,-2,12915,10847,10672,9206,9092,8524,3433,2700,1601,2484,1759,2084,0
41650.0,0,2,1,35,-1,0,-1,0,0,-1,17751,16416,17260,16980,15705,14174,8591,4757,3046,5954,4772,6711,0
14700.0,1,3,1,47,4,3,2,1,1,1,4417,4415,4439,4242,3970,4353,2129,1097,2202,1630,1525,1783,0
19600.0,1,4,1,37,-1,-2,-1,-1,-1,0,12123,11817,11686,11092,9843,9249,1682,3392,2827,1346,2927,2917,1
7000.0,0,1,1,44,4,4,3,4,5,5,3964,3518,3368,3484,3463,3689,414,372,205,340,278,277,0
54250.0,1,4,2,34,-1,-2,-1,-2,-2,-2,27220,23195,25109,23399,20379,18650,21610,12686,7348,13218,15034,14752,0
33600.0,1,4,2,35,0,0,-1,-1,0,-1,4599,4411,3637,3262,3518,2834,2191,3213,1010,1569,1038,1285,0
47600.0,0,3,2,44,2,3,4,4,4,4,10324,8426,6900,7154,6172,5727,1344,1253,1408,674,987,624,0
83300.0,1,3,2,58,1,2,2,1,2,1,50563,52835,50430,52046,41881,38234,1491,1125,1877,1087,560,1077,0
23800.0,1,2,2,30,1,1,2,1,1,2,11081,11237,9997,8080,7197,7432,3517,3423,5551,2247,5229,3006,0
17150.0,0,1,2,36,-2,-1,0,-1,-2,-2,740,731,712,725,612,627,114,260,261,214,218,187,0
30800.0,0,2,3,28,-1,0,0,-1,-1,0,7089,6291,6705,6953,7122,7149,1557,1730,1760,1845,1164,2307,0
21000.0,1,3,1,33,-1,-1,-1,-2,-1,-1,9317,8737,8826,7427,6240,5284,3542,2191,4875,2700,1708,2049,0
12250.0,1,4,1,30,-1,-1,-1,0,-1,0,2201,1984,1610,1674,1432,1295,70,40,49,43,25,34,0
17500.0,1,2,2,26,1,2,3,3,2,3,7550,6617,7258,7493,6616,7181,284,601,266,397,248,431,1
34300.0,0,3,1,40,-1,-1,-1,-2,-2,-2,14417,11680,11343,11082,9839,10621,861,471,593,376,503,456,0
10850.0,1,2,2,37,4,3,4,4,3,4,6277,5178,4152,4229,3835,3178,4069,3463,3668,3347,2312,1446,1
4550.0,1,1,2,27,0,0,1,2,3,3,657,667,582,540,561,469,220,496,328,369,415,222,0
5950.0,1,1,1,24,0,-1,-2,-2,-1,0,2081,1751,1458,1574,1632,1439,718,423,658,289,512,401,0
34300.0,1,3,2,43,-1,-2,-2,-1,0,-1,5902,5161,5512,5625,4967,5450,918,924,2099,2068,1884,1912,1
20650.0,0,1,1,30,-1,-1,0,0,-1,-1,2628,2181,2209,2272,2150,1903,478,672,706,706,373,372,0
26250.0,1,1,1,56,-1,-2,-1,0,-1,-1,18677,20542,17445,16381,17107,13875,1936,2428,1790,1861,1345,1078,0
19950.0,0,2,2,34,-1,-1,-2,-2,-2,-2,9399,7554,6434,6771,7106,7402,653,833,881,702,691,542,0
33250.0,0,3,1,35,-1,-2,-1,-2,-2,-2,4384,3545,3506,3005,3131,2888,1621,612,1219,707,1227,623,0
52500.0,1,2,2,33,-1,-2,-2,-1,0,1,18666,18116,17881,15310,14694,16030,1406,1084,2242,1027,1954,2113,0
44450.0,1,3,2,22,1,0,0,-1,0,-1,36937,34130,29330,26775,24206,22242,9138,14533,8362,10175,6068,6635,1
6300.0,1,1,1,22,0,1,1,1,2,2,1463,1190,1055,1014,1098,1207,38,62,49,32,51,40,0
10150.0,1,1,1,48,-2,-1,-1,-2,-2,-2,3447,3226,3443,3255,2698,2654,407,388,326,380,310,253,0
33600.0,0,2,2,47,-1,-2,-2,-1,-2,-2,5479,5385,4689,4232,4397,3703,1196,786,811,442,1002,626,0
12250.0,0,3,1,26,1,1,2,2,2,1,4544,3910,3200,2889,2459,2539,1080,2214,1327,1342,1416,1163,0
59150.0,0,2,2,40,0,-1,-1,-2,-1,-2,40092,42490,41089,42731,34732,31818,4462,6519,4884,8529,3879,7234,0
75250.0,1,1,2,47,-1,-1,-1,-2,-1,0,46175,37106,38366,36839,36952,40587,28296,29620,32837,18075,26834,17743,0
74200.0,1,2,1,23,2,1,2,3,2,2,38788,32006,30753,24635,23115,18989,6965,8958,9403,3823,6576,6493,0
20650.0,0,3,1,35,0,1,1,0,0,0,5229,5131,4640,4384,4302,3510,1940,1588,725,673,1536,1094,0
35000.0,1,1,2,30,0,1,1,2,3,2,10614,9556,8681,8290,7935,6954,905,1078,848,700,791,291,0
21350.0,0,1,2,37,1,1,0,1,1,0,7997,6691,6543,5906,4891,4362,244,175,255,88,205,89,0
90300.0,1,2,1,46,0,0,1,1,2,1,6403,6392,6113,4985,4074,3412,5466,5420,5230,2821,1771,2325,0
23450.0,1,1,1,39,-1,-1,0,0,1,2,7561,8227,7430,7960,7182,7489,908,663,927,594,469,559,0
104650.0,0,2,2,40,-1,0,-1,-2,-1,0,17921,18550,18542,15444,13923,12091,1362,1024,594,952,525,607,0
3500.0,1,1,2,21,2,3,2,1,2,2,958,929,1004,947,942,950,275,283,275,263,156,181,0
12950.0,1,1,2,41,1,2,1,1,1,0,7763,6553,6265,5075,4281,4617,4789,3886,2820,2949,1887,2389,1
16800.0,1,2,2,35,-2,-2,-1,-2,-2,-1,6742,6935,7475,7738,6815,5511,1451,2661,2971,3126,2113,2089,0
179550.0,1,1,1,55,0,-1,-2,-2,-2,-1,10148,10673,10290,10317,9290,8257,1492,703,749,808,850,1272,0
6650.0,0,1,2,41,0,1,0,-1,0,-1,1519,1576,1548,1304,1055,974,1359,765,976,902,1151,760,0
28000.0,1,3,2,32,-1,0,1,0,-1,-1,6936,5906,5478,5023,4698,3765,2056,2024,905,710,566,1037,0
34650.0,1,1,2,52,0,1,0,0,0,0,8084,8118,8784,8788,7323,7948,254,160,156,438,131,252,0
63000.0,0,2,2,34,4,4,5,4,3,4,15028,14012,13817,12350,11235,11143,11094,13619,5197,9420,9712,11398,0
12950.0,0,3,2,38,0,0,1,0,0,1,8298,8235,8651,8731,8027,7197,1352,1006,849,2153,2278,1749,0
5250.0,1,1,1,22,0,0,-1,-1,0,1,4443,4434,3586,3564,3095,3248,933,1630,1034,594,548,1008,1
57750.0,0,1,2,29,3,3,4,5,5,6,26371,21748,20209,18764,16768,16283,21548,11191,10231,11003,5972,6974,0
65100.0,1,2,2,28,-1,-2,-2,-1,-1,0,20250,17152,15700,13274,11242,11807,4939,3812,6131,2227,1988,4688,0
19600.0,1,1,3,33,0,-1,-2,-1,-2,-2,13055,11864,11567,12286,10931,11028,3164,4184,2788,2436,3769,2084,1
22750.0,1,2,1,24,-1,0,-1,0,-1,0,1290,1235,1039,971,804,704,141,153,217,105,90,144,0
3850.0,1,3,2,21,7,6,5,4,3,4,100,85,68,61,57,56,33,18,21,21,22,23,1
123900.0,0,1,1,36,-2,-2,-2,-2,-1,-2,28233,25228,23283,24575,23486,25805,9921,12170,7667,6794,9637,9208,1
63700.0,0,2,1,21,2,3,2,3,4,5,19253,16393,16245,17090,17627,14936,1836,1367,1304,922,1879,1707,0
9450.0,1,4,2,42,0,0,1,2,3,2,2256,2383,2035,1813,1846,1835,602,611,500,229,346,515,0
57400.0,1,1,1,53,5,4,4,5,6,7,5843,6088,5900,5838,6332,6282,3853,2990,2347,2578,4807,2071,0
3500.0,1,1,1,37,0,-1,-2,-2,-2,-1,552,490,449,407,412,372,127,130,58,50,96,55,0
18200.0,1,2,2,37,0,-1,0,0,-1,0,1198,1066,958,852,772,773,141,128,74,92,99,115,0
18550.0,0,4,1,21,0,-1,-1,-1,0,1,5316,4560,4148,3983,3842,3653,1295,807,1067,631,987,1228,0
8050.0,0,1,2,41,-1,0,1,0,0,-1,798,652,648,670,599,625,190,168,103,66,133,126,0
21000.0,1,1,2,34,4,3,3,2,1,2,9182,9785,8521,7408,6333,5553,1839,2708,2180,1312,2039,1339,0
24150.0,1,1,2,39,0,0,1,2,1,1,4708,4634,4336,3918,3942,3648,1062,1531,1421,1297,1343,967,0
47250.0,0,2,1,24,-1,-1,-2,-2,-2,-1,24854,22464,18824,20125,19868,16348,10406,17390,10922,16489,18569,9332,0
121800.0,0,1,1,33,-1,-1,0,-1,-2,-2,57214,55276,59171,50231,43660,41770,2246,1760,1671,2304,1331,1433,0
36050.0,0,2,2,46,-2,-1,-1,0,1,1,19592,16893,16816,15783,14932,13708,4640,5445,2897,4817,4485,2190,0
183750.0,0,2,1,28,-1,0,-1,-2,-1,-1,22295,23840,22036,23725,25833,27126,8037,5249,8636,7607,7842,7741,0
27300.0,1,4,1,32,0,-1,-2,-2,-2,-1,8548,8039,8540,9281,8683,8172,744,946,577,990,860,896,0
11200.0,1,3,1,43,-1,0,1,2,3,3,6640,7250,6937,7206,7501,6975,2847,2025,2594,1608,2575,2598,1
11900.0,1,3,2,41,-1,0,0,0,0,-1,4837,4550,4051,4300,3694,3722,418,573,324,516,510,511,1
21350.0,1,1,1,45,0,1,0,0,1,0,14039,14642,15598,16504,14104,12062,270,227,259,146,167,212,0
11900.0,1,1,1,28,0,1,2,1,0,1,4504,3980,4161,4008,3735,3115,2555,1152,2606,1090,1362,1792,1
51100.0,1,2,3,34,3,2,3,2,3,2,24840,22990,22714,23768,23446,23277,2687,4154,4626,4871,2017,2048,0
19950.0,0,2,2,27,0,0,-1,-1,-1,0,7783,6561,6349,6775,5914,5302,2160,1333,1770,1832,1482,1454,0
30800.0,1,2,3,26,0,1,1,1,1,1,21468,18362,18309,17408,16023,14235,2933,974,2878,2556,1064,1764,1
9450.0,0,1,1,26,-1,-2,-1,0,-1,-2,694,590,535,503,449,382,39,23,16,26,18,15,0
44800.0,0,2,2,35,3,3,4,4,3,3,826,899,825,732,658,632,51,26,63,52,44,33,1
13300.0,0,1,1,50,5,4,5,4,5,6,6852,6692,6734,5888,5000,5437,3072,2833,1872,1299,1700,2591,0
65800.0,1,2,1,47,0,0,0,1,2,1,30188,27116,23145,24567,19661,17031,10425,6804,8043,5903,6847,4809,0
