ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
18853,71000,1,2,2,42,3,4,4,4,3,2,39686,34531,29865,31276,33363,26988,5494,5638,6029,8722,4387,6121,1
18854,18000,2,2,1,30,2,2,3,4,4,5,6076,5208,5120,5191,5274,4631,1469,1271,1535,2191,1595,1538,1
18855,65000,1,1,0,41,0,1,1,1,2,1,29913,30204,32535,28963,31020,25208,8246,6996,16617,8420,14098,14135,0
18856,221000,2,2,1,28,4,5,5,4,3,3,92256,97557,105503,112353,117498,99747,19000,16080,15252,17827,36134,17531,0
18857,36000,1,1,1,34,-1,0,0,-1,-2,-2,6408,5503,4966,4589,4422,3978,2719,2123,2975,1821,1565,1432,1
18858,74000,2,2,2,27,-1,0,0,1,2,1,68337,68334,54685,46564,48305,48380,19524,18869,13654,15258,6464,9207,0
18859,10000,1,3,1,34,6,6,7,8,7,8,3381,2839,2273,2326,2555,2374,1174,397,887,651,930,671,0
18860,238000,2,2,2,24,1,1,2,2,1,1,31424,27080,25415,23780,21290,22773,8452,17635,6466,15094,6469,12506,0
18861,60000,1,1,2,27,-1,-2,-2,-2,-1,-1,20130,20487,19092,16253,17326,15481,6863,8989,6648,3495,8636,6034,0
18862,57000,2,1,1,29,0,0,0,1,0,0,13663,13725,13641,11091,11578,11423,1177,1021,937,573,747,948,0
18863,105000,1,1,1,26,0,-1,-1,0,-1,-2,18887,16652,13607,12901,11436,11665,3214,2329,2318,907,908,834,0
18864,86000,1,2,2,32,0,0,1,2,3,2,90834,85594,71729,64114,58242,54753,25821,12001,20682,11415,17778,6570,0
18865,96000,2,2,1,36,2,3,2,3,2,3,41041,34694,30381,28525,29886,31451,5191,3155,2823,2579,1417,1969,1
18866,23000,1,1,1,47,3,4,4,5,6,6,9593,8495,8657,7739,7877,6329,1702,1670,2478,900,1729,1117,1
18867,218000,1,3,1,25,0,-1,-2,-1,0,0,109870,89537,73963,66863,57291,51464,84462,55410,36609,45318,17585,18361,1
18868,187000,2,2,2,25,-2,-2,-2,-1,-2,-1,1987,2081,2013,2142,2056,2255,426,399,708,577,665,511,0
18869,89000,1,2,2,35,2,1,1,1,1,0,20092,20677,17592,18485,15622,16477,16878,16397,18368,19742,6994,10938,1
18870,268000,2,2,1,21,-2,-1,-1,-2,-2,-2,81303,71877,73502,62218,58239,63785,10587,10260,14200,11213,6094,5059,1
18871,67000,1,2,2,37,2,1,2,1,0,1,19453,15938,15114,13155,12584,12804,1517,1025,834,580,1392,1080,1
18872,43000,1,4,2,35,0,0,1,0,0,0,16835,14298,13473,12635,13025,13568,8295,13259,6784,12740,12526,11982,0
18873,84000,2,1,2,40,0,-1,-1,0,0,1,5582,4500,4854,4729,4595,4415,977,478,649,415,358,838,0
18874,195000,1,1,2,56,0,0,0,1,1,1,103890,108489,109239,108884,104284,113067,33492,44647,39477,26953,63181,42460,0
18875,45000,2,2,0,36,1,1,2,2,1,0,21109,22836,21744,18224,17970,17336,3715,4785,3835,4287,3291,3659,1
18876,42000,2,2,2,30,1,2,1,1,1,1,4675,4664,4990,4901,4836,4435,516,962,518,1188,991,682,0
18877,25000,1,5,2,44,3,2,3,2,3,2,6607,5308,4908,5228,4872,5288,5215,4855,3214,3724,4444,4297,1
18878,65000,2,1,2,35,2,2,3,2,1,1,25255,20978,17512,14256,13541,13460,1916,576,747,660,1045,942,0
18879,79000,1,1,2,33,1,0,1,0,0,1,26951,21799,18166,17705,18038,15507,4990,6316,6536,2999,3639,4710,0
18880,26000,1,2,2,51,-1,-1,0,-1,-1,0,11445,11593,10085,10672,10178,11177,415,396,601,359,361,501,0
18881,11000,1,1,1,42,-2,-2,-1,-1,0,-1,6127,5425,5227,4980,4461,3677,488,295,657,597,489,318,1
18882,47000,2,1,2,26,0,0,-1,0,0,0,11669,9790,8504,7599,7721,6714,452,588,397,497,483,292,0
18883,83000,2,4,2,27,0,1,1,2,1,1,34560,37174,31641,31345,32890,35866,2274,2123,2771,2601,2542,3121,0
18884,307000,1,1,1,23,-1,0,1,1,0,0,110957,91635,90479,87710,72575,59172,26428,25075,16850,14138,20620,6848,0
18885,134000,2,2,1,25,1,2,1,0,-1,-1,30632,30502,31550,26318,24373,20855,13097,9576,12866,5016,7394,7009,0
18886,570000,2,1,2,45,0,0,-1,0,-1,0,165184,134778,144859,119108,128797,132017,10542,10678,9621,17879,16659,12393,0
18887,42000,1,1,2,30,1,1,2,3,2,1,27452,29189,24558,22244,23175,23963,14403,15064,6650,9539,10197,10093,1
18888,101000,2,1,1,21,1,1,2,2,2,3,19209,16110,14131,12607,12660,11418,7819,6657,7499,3557,4291,7506,0
18889,60000,2,1,2,39,-1,-1,-2,-2,-2,-2,27136,29196,29207,27416,26955,22632,6586,3621,7397,4576,6276,4937,0
18890,628000,1,1,2,37,1,1,1,0,1,0,271940,248055,251169,258168,214453,228159,113016,73256,119077,135459,114702,91209,0
18891,114000,1,6,1,31,3,4,4,5,6,7,33506,35426,32237,33925,31308,31528,2020,4642,2859,4948,3103,2273,0
18892,10000,2,2,2,29,0,1,1,0,0,1,2913,2954,2561,2262,2068,1971,644,542,1246,546,933,393,0
18893,37000,2,3,2,35,0,-1,-1,-1,0,-1,23838,20184,17876,17728,14679,13645,3410,7276,6163,2421,3461,3356,0
18894,17000,2,1,2,36,-1,-1,-2,-2,-1,-1,5621,4864,5144,4709,4188,3488,1894,3115,1904,1965,2659,1161,0
18895,214000,1,1,1,39,3,4,5,4,5,4,46407,41143,39009,31637,26354,26115,214,289,263,118,66,137,0
18896,31000,2,2,2,21,2,2,3,4,4,3,4716,4124,3460,3697,3899,3475,303,94,151,212,168,171,0
18897,97000,2,2,1,25,0,-1,0,0,-1,0,24818,21592,17628,16601,15196,14236,6104,5226,5414,6454,5151,2830,1
18898,57000,2,2,0,31,-1,-1,-1,-2,-2,-1,13010,11028,9455,9316,9425,9058,1662,1896,1131,1749,1306,1129,1
18899,46000,1,2,1,23,0,0,1,0,1,2,6406,5989,4878,4251,4312,4607,133,175,165,75,119,164,1
18900,27000,2,2,1,39,-1,-1,-1,0,1,2,8050,7317,7068,7317,7333,6745,2523,2217,1559,2339,1788,1096,0
18901,42000,1,1,1,41,-1,-1,-2,-1,-1,-1,25755,21681,19571,17389,14273,12052,4128,3072,2158,1983,1685,776,0
18902,69000,2,3,1,29,3,3,3,2,2,1,7738,6834,7215,6541,5299,4623,2603,4148,4808,1917,1587,2944,1
18903,49000,2,1,1,41,2,1,1,0,-1,-2,8192,8803,8431,6850,6264,5883,764,1620,914,651,631,1023,0
18904,104000,2,1,2,37,4,5,6,7,7,8,19551,16799,14439,14439,11720,9724,3898,5693,3861,4143,2365,2159,1
18905,13000,1,2,2,37,0,0,-1,-2,-1,0,2671,2924,2920,2802,2560,2747,434,573,1132,414,848,1017,0
18906,17000,2,1,2,21,0,1,0,-1,-2,-1,6897,5880,5115,4639,4533,3816,408,550,427,454,338,313,0
18907,130000,2,3,2,33,0,-1,-1,-2,-1,0,132565,131743,143670,154006,164332,147824,79379,37953,108131,80803,100109,69427,0
18908,26000,2,3,1,29,0,1,0,0,0,1,2436,2574,2080,1899,1785,1495,871,656,577,594,424,369,0
18909,16000,2,1,1,34,-1,-2,-1,-1,-2,-2,8675,8676,9034,8413,8475,8059,5234,5408,5282,5348,2493,3291,0
18910,85000,1,2,1,31,2,2,1,2,2,3,22813,20607,21485,17359,18537,15911,1062,1031,1045,928,822,756,0
18911,56000,2,2,2,24,-2,-2,-2,-2,-2,-2,2767,2565,2136,2126,2095,2071,209,191,182,248,263,209,0
18912,142000,2,1,1,32,0,0,0,0,-1,0,56549,51011,45213,39807,39852,33647,7218,11495,5013,10908,9498,3566,0
18913,10000,2,2,2,31,-1,-1,0,-1,-2,-2,3055,2981,2763,2848,2967,2870,121,153,115,111,115,148,1
18914,13000,2,2,2,43,0,0,0,1,2,3,8442,7956,7738,7109,7135,6529,4870,4638,3733,3876,1902,4139,0
18915,105000,2,2,2,34,0,0,1,2,2,2,13094,10816,11464,10889,10504,10116,5681,10706,9952,5051,10746,8833,0
18916,107000,2,3,2,30,1,1,2,1,0,0,27641,29677,30237,24487,20030,16398,6217,8681,9932,4591,7314,3500,1
18917,132000,1,1,2,24,-1,0,-1,0,1,0,41322,40749,43653,42402,39772,31957,19891,10632,22890,15975,11221,8061,0
18918,114000,2,2,2,60,-1,-2,-2,-1,0,1,29691,27144,23013,18762,18970,19142,19680,7792,9676,10003,6139,11144,0
18919,69000,2,3,1,44,-1,-1,-1,0,1,2,22633,23192,25330,21769,20108,20813,8715,11248,6686,15262,11696,12241,0
18920,38000,2,1,1,37,0,0,-1,-1,-2,-2,28600,23725,23997,26370,22130,22198,11629,7382,7813,7927,9167,3499,0
18921,12000,2,4,2,22,0,1,1,1,0,-1,4148,3670,3118,2669,2224,1780,642,611,1436,823,845,714,0
18922,378000,1,1,1,21,3,4,4,4,5,6,156552,151152,135732,141595,143946,152768,23706,26076,18299,23818,23103,22905,0
18923,27000,2,2,1,50,-2,-2,-1,0,-1,-2,3378,2894,2556,2706,2213,2319,741,1176,575,973,640,928,1
18924,189000,1,3,2,50,0,0,0,0,1,2,43912,40009,43795,44558,40616,33056,17407,16160,15899,19335,12738,14136,0
18925,38000,1,2,1,38,-2,-2,-2,-2,-2,-2,26685,28166,30510,31208,29866,25375,5524,5516,3998,4126,7403,4501,0
18926,53000,1,1,2,28,0,0,-1,-2,-1,0,19087,15887,17197,17067,14374,15521,12301,9844,6861,6446,8705,8179,0
18927,31000,2,1,2,30,-1,-1,0,1,0,1,8412,7884,8472,7162,6192,5285,95,133,148,91,102,116,0
18928,70000,2,1,2,27,-2,-2,-2,-2,-2,-2,33676,36926,34123,27503,22286,18471,16975,20062,16552,10564,13881,9100,0
18929,102000,1,2,2,54,0,-1,0,-1,-1,-2,45760,36670,34765,30083,24682,24019,14409,14471,6231,11091,8929,5707,0
18930,14000,2,1,1,33,2,3,4,4,3,3,5166,5542,4594,4065,4145,3978,1892,2310,2780,1501,2048,1105,1
18931,104000,2,2,2,42,2,3,4,5,6,7,31247,29789,28551,30832,26231,21078,7502,5240,6056,5497,6596,3161,1
18932,291000,2,1,1,44,2,2,3,4,3,2,62673,60446,49660,50614,50946,55444,644,810,1130,1134,1201,572,0
18933,105000,2,1,2,23,0,0,1,2,3,3,35281,32257,31879,31750,25448,26298,3667,6870,7518,4313,3445,6307,1
18934,136000,2,2,2,36,-2,-2,-2,-1,0,-1,85043,73473,66125,67581,63912,53790,27119,11886,12337,12276,20151,20144,0
18935,56000,1,2,1,32,0,1,1,1,1,1,20232,18311,18006,15159,15673,17222,1080,2012,2129,1501,1101,1221,0
18936,41000,2,3,2,47,3,3,4,3,3,2,7344,7749,6552,5555,5411,5641,447,471,910,604,621,810,1
18937,82000,2,1,2,41,-1,0,1,1,1,2,47934,45882,42751,44167,41541,37669,9587,9760,13650,13006,7863,6491,0
18938,24000,2,1,2,35,-2,-2,-1,0,1,2,13936,13148,12650,12185,10848,10144,1097,1289,862,1246,1469,837,0
18939,51000,1,5,1,36,0,0,-1,-2,-2,-2,18427,14779,13657,13555,13633,13268,3189,2510,2967,1264,2894,1867,1
18940,14000,2,1,2,29,7,6,5,6,7,7,7066,6064,6422,6589,6817,6754,543,573,741,322,325,629,1
18941,23000,2,3,2,26,0,1,2,2,1,1,7052,7732,7723,7089,6566,6435,1921,5703,5237,2621,3376,3705,1
18942,190000,1,2,1,28,1,2,1,2,1,0,187019,164617,153950,146049,136331,114884,36770,30648,12940,18602,10375,14666,0
18943,10000,2,1,2,40,0,0,1,0,-1,-1,4410,4157,3391,3460,3722,3692,1892,2480,1388,1143,1376,2266,1
18944,129000,2,2,1,43,0,1,0,-1,0,-1,76681,80556,66564,63061,56440,60620,8227,9527,13634,12323,8899,8414,1
18945,404000,2,4,2,41,-1,0,1,2,2,3,85260,74323,70071,70512,68071,61692,17189,15525,20803,15990,10636,15529,1
18946,82000,2,3,1,21,0,0,-1,-1,-2,-1,33491,36218,34464,36556,35387,34307,8671,14452,10210,11334,15369,11721,0
18947,27000,1,2,1,38,0,1,0,-1,0,0,8038,6659,6550,6321,6660,6513,1562,1050,2242,2254,2191,2327,1
18948,115000,2,2,2,41,1,0,0,0,0,1,27509,28810,28088,27992,29198,26511,823,754,1470,1383,1614,935,0
18949,18000,2,1,1,51,0,1,1,0,1,2,6513,6644,6565,6926,6370,5632,1519,1169,1667,888,1077,762,0
18950,32000,2,2,2,23,-1,-2,-1,-1,-2,-2,4113,3575,2998,2611,2450,2466,50,105,64,34,77,56,0
18951,19000,2,1,2,45,-1,-2,-1,-1,-1,-1,1930,1590,1332,1189,1306,1104,393,326,332,106,193,210,0
18952,20000,1,4,2,50,-1,0,1,2,3,4,12818,13737,14829,16285,14185,14389,1072,1328,1933,1654,2005,2369,0
18953,146000,2,1,1,25,0,1,0,0,-1,-1,50308,43744,41166,45225,36668,39578,523,1009,694,505,903,1140,0
18954,56000,2,2,1,41,-1,0,-1,0,0,-1,12378,12851,11510,9708,8893,7239,3764,2988,3572,2179,1643,1970,0
18955,115000,1,2,2,21,1,2,1,0,0,-1,26789,25193,21281,18798,16420,13937,7089,6672,6395,11500,9159,5294,0
18956,81000,2,2,1,35,1,1,0,1,1,2,45396,42060,39019,33783,30537,25098,19456,27268,12975,13654,7252,7421,0
18957,16000,2,1,2,25,-1,-2,-2,-2,-1,-2,6656,6031,5181,5252,5070,5376,1501,1090,1048,1596,1094,2131,0
18958,50000,2,1,2,41,2,1,1,2,1,2,7854,6709,6998,6348,6569,5695,4425,1735,1795,3746,1585,1849,0
18959,28000,1,2,2,35,2,1,0,1,0,1,12449,11341,10583,9886,8907,8077,1006,1008,1768,1440,1243,1320,1
18960,43000,2,3,2,32,0,-1,0,0,-1,-1,13936,14303,15601,15371,12872,14080,2012,1362,2088,2472,1399,2534,0
18961,61000,2,2,2,41,-1,-1,-2,-2,-2,-2,47517,43146,45285,45863,42501,45019,13440,15159,9691,21869,21045,17629,1
18962,50000,1,2,1,27,0,0,1,0,0,0,6543,6557,6528,6762,6271,6180,239,242,353,347,137,358,0
18963,79000,2,2,1,35,-1,-2,-2,-2,-2,-2,9102,8165,8141,8668,8032,7578,892,994,610,1034,591,453,0
18964,74000,1,2,2,41,0,-1,0,0,-1,-2,38774,37875,41593,35043,30849,29513,4758,9358,7863,4562,7447,5766,0
18965,26000,2,1,2,32,1,2,2,1,2,2,12742,12357,11987,10366,9182,8159,2837,4572,4806,1954,4942,1873,1
18966,72000,1,1,0,36,-1,-1,-2,-2,-2,-2,57793,59944,59827,52406,53781,51492,3267,4708,5718,3944,2713,3318,0
18967,316000,1,3,2,33,3,2,2,1,2,2,221915,222309,188297,195190,179032,150378,65837,81895,44466,57361,26906,32809,0
18968,40000,1,2,1,48,-1,-2,-1,0,1,2,11131,11191,10071,10206,8214,6620,4792,4958,2981,4619,3914,2044,0
18969,17000,2,1,2,48,5,6,5,5,6,5,14066,13450,12094,10544,8805,9164,891,1559,2127,1498,1171,980,0
18970,52000,2,1,2,34,-1,-2,-2,-1,0,-1,9983,9950,8536,7571,7117,6820,1435,1718,1264,715,1667,1172,0
18971,135000,2,3,1,34,0,0,0,1,2,3,44169,48040,42557,39195,39059,36457,18816,21608,16169,15167,15321,6973,0
18972,118000,1,2,2,26,2,3,2,2,2,1,27920,23602,20538,17795,16055,15616,6771,5477,5105,5410,4467,4643,0
18973,92000,2,4,1,56,0,1,2,2,1,1,31355,26974,27802,28730,25775,22614,13395,25561,16188,14738,12815,14701,0
18974,275000,2,2,1,42,0,0,1,2,3,2,127563,139619,118308,112457,112353,90089,112433,127661,76985,104290,66716,102825,1
18975,243000,1,1,1,43,0,-1,-2,-2,-2,-2,77321,68147,68310,55270,57210,54909,2171,1784,2687,3646,3047,1756,0
18976,183000,2,2,2,48,1,1,2,3,3,3,78614,77449,63957,61582,51977,43033,11859,15210,5116,7837,10281,5665,1
18977,51000,2,1,2,35,0,-1,-2,-2,-2,-2,12647,12685,12010,9720,8375,8771,6006,3204,6183,2138,2497,4488,0
18978,830000,2,1,2,33,2,3,4,5,5,6,245835,266856,239565,208117,183139,200690,114967,90355,91841,79181,78289,59323,0
18979,36000,1,1,2,49,0,1,1,1,2,1,31870,27713,30398,26243,22677,21261,948,1137,1346,464,507,970,1
18980,147000,1,1,1,30,1,0,1,2,3,4,58949,61543,61174,62353,61310,56090,5769,12159,9277,10673,14967,11427,0
18981,36000,2,3,2,33,0,0,0,-1,-1,0,22592,23158,21002,19695,16439,15592,6348,2758,6091,5798,2477,2048,1
18982,131000,2,2,1,38,-1,-2,-2,-1,-1,-2,49217,49811,53461,58670,56295,50511,21107,15894,30608,48057,23951,29447,0
18983,111000,1,1,1,25,0,1,2,2,3,2,12438,13239,10672,8822,7470,7835,1098,2027,809,566,1008,495,0
18984,49000,1,2,2,42,-1,-1,0,1,1,0,31988,30290,26250,23737,25203,22950,10599,8980,12640,8852,6904,4090,0
18985,10000,2,2,1,40,0,0,1,1,1,0,2155,1865,1916,1972,1996,1790,24,21,12,9,18,20,0
18986,469000,2,3,2,30,-2,-2,-1,-2,-2,-1,136798,134401,111078,108537,107878,118121,26718,45845,40443,40906,33266,43608,0
18987,281000,2,3,1,46,-1,0,0,0,-1,0,197299,183196,192312,199427,168813,151954,57246,89952,99050,60834,47591,45363,1
18988,252000,1,1,1,24,1,1,2,1,1,2,109176,113413,96524,85536,91516,81352,1767,3425,1977,3447,2118,2151,0
18989,17000,2,3,2,32,6,7,8,7,6,7,1664,1488,1328,1200,1126,1038,626,691,385,335,381,276,1
18990,161000,1,1,1,49,-1,0,-1,-2,-1,-2,69137,64806,62717,54004,53811,44748,4961,3069,1869,2256,1890,2674,0
18991,58000,1,1,2,34,-1,-2,-1,-1,0,1,33036,31632,32366,34358,28924,27639,19272,20931,25753,30157,11806,10674,0
18992,45000,1,1,1,21,0,0,0,1,0,0,20449,20016,16052,16418,17983,14885,10201,6056,3331,3310,7772,5379,0
18993,31000,2,1,2,37,-1,-2,-1,0,-1,-1,10753,10271,10382,9895,9958,9015,719,891,665,901,863,1198,0
18994,245000,2,3,1,32,-2,-2,-1,-1,0,0,108127,90556,84590,84032,76854,75277,66740,29567,29244,50843,28412,45843,0
18995,88000,2,2,1,40,4,3,3,2,1,1,14957,15541,14257,11451,12309,11317,1531,2811,1066,1110,1551,1010,1
18996,67000,1,2,1,45,3,4,5,4,5,4,23905,23436,21804,21073,18024,17255,592,1339,845,808,826,384,0
18997,92000,1,4,1,34,-1,0,-1,-1,0,1,19140,18364,16749,15944,17460,17924,1918,2054,2011,2444,2330,1695,1
18998,79000,1,2,2,21,0,1,2,1,2,3,18204,15557,15738,15396,12984,10951,1807,2582,1876,2310,2098,1197,0
18999,163000,1,1,2,40,2,1,2,2,1,2,31882,29009,25179,23009,21461,23569,11291,14234,6811,11165,4987,8186,0
19000,10000,2,2,1,26,3,3,3,3,4,4,4351,3882,3170,3112,2842,2626,3510,2425,1952,2616,1377,1890,0
19001,46000,1,3,1,40,0,0,-1,-1,0,-1,1656,1390,1498,1276,1153,981,599,787,572,840,514,683,1
19002,18000,1,5,1,43,-1,-1,-2,-1,0,-1,9276,10094,10919,10184,9021,7815,2553,3498,4598,5277,5578,3615,0
19003,82000,1,2,1,45,1,0,1,2,1,1,39828,37931,32031,27821,22739,22758,9187,10900,4955,2960,4593,2604,1
19004,16000,1,3,1,43,-1,-1,0,1,2,2,7305,6868,5755,6043,5110,4551,3957,2054,2375,2118,2609,2209,0
19005,21000,2,3,1,32,0,1,1,2,3,2,14264,12815,12203,10644,8546,8095,1125,1140,794,825,882,937,0
19006,88000,2,1,2,34,0,1,0,1,0,-1,23128,21093,16968,14860,15177,15685,7028,6108,4322,6334,6954,4834,0
19007,50000,2,2,2,39,-1,0,1,1,0,1,11965,12153,10237,10122,10960,10464,15090,15374,9490,10386,13100,12446,0
19008,91000,2,1,2,42,1,0,1,2,3,2,55399,48907,53207,58076,63878,60527,16081,13275,11466,15917,17686,17315,0
19009,22000,1,2,2,26,0,1,2,1,0,1,2396,2178,2165,1823,1490,1389,1098,952,803,848,689,698,0
19010,53000,1,3,1,43,1,0,1,1,2,1,13591,12835,10864,11339,10201,10675,1947,2399,2287,2346,2306,1512,1
19011,63000,2,3,1,21,1,1,0,0,-1,-1,18021,18796,17937,17234,13997,12113,2007,1044,2337,2199,1470,911,0
19012,19000,2,2,1,21,0,0,-1,0,1,2,12579,12522,11908,12277,11812,12039,2394,2445,1417,2810,2572,1662,0
19013,35000,1,3,2,21,0,1,2,2,2,3,2498,2276,2114,1996,2174,2092,395,153,327,168,226,300,0
19014,77000,1,1,2,40,3,3,3,4,5,5,51433,42428,45168,46577,39742,37431,23981,35686,15909,24910,21351,20741,0
19015,47000,1,1,2,41,1,0,1,2,2,3,21581,20153,21045,17719,15015,14245,8212,11392,11364,12126,14377,5926,0
19016,30000,1,1,2,37,2,1,1,2,2,3,7290,6130,5118,4807,4058,4413,576,567,345,283,218,378,0
19017,81000,1,3,2,30,-1,-2,-2,-2,-2,-2,12097,11669,11085,9822,8617,8729,2116,2221,2160,2409,1679,937,0
19018,41000,1,3,3,39,-1,-1,-1,-2,-2,-1,14171,12423,11510,12325,11091,9083,991,1138,454,870,1119,485,0
19019,85000,2,2,2,29,3,2,1,0,1,1,30110,27530,27163,23855,21788,20880,15576,13297,14535,10695,10914,6114,1
19020,108000,1,4,2,32,-1,-2,-2,-1,0,-1,71594,64108,56917,60540,48944,46865,14350,13050,14518,6981,5046,12718,0
19021,113000,1,2,2,27,0,0,0,0,0,1,109358,97468,85104,71248,62663,68910,5652,7161,3634,4910,4522,5389,0
19022,74000,2,2,1,41,2,2,2,2,1,2,8717,7601,7027,7163,6989,7021,1451,1509,1413,827,1253,1311,1
19023,56000,2,2,2,30,0,1,2,2,1,0,37629,32670,26570,28045,26997,22408,1756,1290,1874,1555,1232,1759,1
19024,63000,2,3,1,39,2,1,1,2,3,2,14537,14572,15271,13734,14880,12990,3202,3203,2722,3104,3792,5387,0
19025,217000,1,1,2,36,0,0,1,1,2,2,52571,53022,48892,53758,47770,44214,4650,8666,7657,6353,5942,5176,0
19026,35000,2,1,1,50,0,1,1,0,0,1,16028,17104,14853,13411,11608,9481,7987,7707,3508,3544,4745,3757,0
19027,225000,1,1,2,36,2,3,3,2,1,1,130792,130397,114975,114212,114325,101431,6086,15620,14052,13876,14308,11290,0
19028,41000,2,3,1,46,1,2,3,2,1,2,6476,5340,5110,5136,5209,5618,1433,838,2070,888,836,1299,0
19029,101000,1,4,1,42,0,-1,-1,-2,-1,-1,26699,26548,23547,19690,21358,23283,7260,15634,9218,4868,12622,16561,0
19030,79000,1,2,1,25,3,3,2,2,3,4,14744,12351,9960,8810,9133,7880,2614,2972,2056,2258,1013,825,1
19031,122000,2,4,2,30,0,-1,-1,0,0,-1,44423,36713,32649,32018,32881,30949,10992,5574,6116,4749,9289,8326,0
19032,10000,2,2,2,32,0,1,2,3,2,2,373,348,340,311,284,280,52,68,27,57,51,38,0
19033,109000,2,2,2,40,0,-1,-2,-2,-1,-1,15288,15923,17484,15325,12484,12822,6796,7024,7545,7363,4928,2975,0
19034,56000,1,3,1,42,3,4,4,5,6,6,7355,7332,7913,6388,6712,5806,3181,3192,3268,4469,4376,3196,1
19035,116000,1,2,1,41,0,0,0,-1,-1,-1,28573,26753,28258,29815,28140,22762,3481,4472,4009,6016,4602,2309,0
19036,86000,2,2,2,28,0,0,1,2,3,4,59784,55630,44628,42968,41331,44977,14761,23585,19599,16842,17682,9814,0
19037,152000,2,1,2,35,1,2,1,2,1,1,71230,74472,81071,80513,82840,71876,28772,24611,22213,25792,24793,30645,1
19038,27000,2,1,2,31,-1,-2,-1,0,-1,-2,14624,15505,13973,14434,13695,11790,5485,4057,3002,5140,2383,4021,1
19039,12000,2,2,1,38,0,0,0,1,0,0,4192,4189,4010,4060,4334,3644,3087,3880,3646,2160,4227,3879,0
19040,15000,1,1,2,21,2,2,3,4,4,3,7681,6931,5564,5486,5829,5181,5560,5428,3833,3932,2674,2441,0
19041,42000,2,2,1,35,8,8,7,8,7,6,4363,4454,4593,3721,2997,2829,3142,2533,2884,2415,1816,1247,1
19042,31000,1,2,2,21,-1,0,1,2,1,0,8070,7613,7523,8103,8145,7228,3842,2499,2097,3046,1482,3523,0
19043,104000,1,2,1,25,-1,-2,-2,-2,-2,-2,61165,65806,64417,53958,45101,47826,36752,30906,48223,41085,33081,22740,0
19044,199000,2,2,2,50,-1,-1,-1,-1,0,-1,34267,30633,25938,26373,26954,21779,15106,12247,5463,8232,5121,8404,0
19045,126000,2,6,2,51,-1,-2,-2,-2,-2,-2,96447,105159,103473,105835,93945,96577,35133,61624,49293,59766,31855,22164,0
19046,38000,1,1,2,29,6,6,5,6,5,5,11769,11944,11050,11654,11675,11324,2869,2087,1050,2659,2318,2533,1
19047,60000,1,2,1,40,-1,-1,-1,-2,-1,-1,27085,23614,25567,22709,20081,18901,5054,4966,4213,1758,1811,2116,0
19048,112000,2,3,2,39,0,1,0,0,1,0,19806,16373,17480,18696,15146,12390,10131,3926,4340,10280,3833,4124,0
19049,224000,2,1,2,48,2,2,1,2,1,1,127862,127935,135974,135625,141414,147673,4851,10906,12236,8282,9171,7414,0
19050,172000,1,1,2,37,-1,-2,-2,-1,-1,0,113608,101888,82046,72619,64885,67670,57064,37861,28624,21957,29391,14210,1
19051,173000,1,2,2,25,-1,0,-1,-1,0,-1,70016,65251,65293,52429,46905,43879,21131,29023,18653,23248,15325,10014,0
19052,95000,1,2,2,27,-2,-1,-2,-1,-2,-1,38276,34179,31848,32647,33157,28663,26413,24570,15316,20481,13708,18245,0
19053,181000,2,1,1,39,-2,-1,0,-1,0,1,37184,38309,33213,29750,25884,24137,7502,7704,10491,7586,8167,7278,0
19054,136000,2,2,1,21,2,3,2,2,2,1,51979,43117,37456,37298,39111,35458,15137,15257,7450,8218,10020,16665,1
19055,16000,2,2,1,21,6,6,5,4,4,4,3512,3549,3071,2925,3174,3487,1732,1975,1517,672,947,752,0
19056,87000,2,2,2,43,0,-1,-2,-2,-2,-2,47332,38360,35203,35704,30214,31061,25757,9212,20193,7355,8287,13538,0
19057,30000,2,2,1,59,1,1,1,0,0,0,8800,7658,8387,9039,8242,7756,1490,1387,855,1246,1775,869,0
19058,30000,1,3,1,29,-1,0,-1,-1,-2,-2,16166,16413,15740,16839,16244,16335,943,1471,744,1665,773,718,1
19059,76000,1,2,2,34,2,1,2,2,1,2,6133,5417,4603,3946,3620,3087,1571,1630,2171,1343,1046,1796,0
19060,65000,2,2,2,34,1,2,3,4,5,4,50523,54898,52896,47191,39206,40320,26778,21679,20159,14924,12519,15432,0
19061,53000,2,2,2,37,2,2,3,2,3,2,31719,33692,34450,34599,35190,38009,7755,10667,4543,10545,11027,12263,0
19062,20000,2,2,1,27,0,-1,0,0,-1,-2,9189,9585,8510,7960,8720,9048,819,849,954,938,705,974,0
19063,57000,2,3,2,34,-1,-1,-2,-2,-2,-2,6697,5395,4397,4786,5135,4882,641,606,251,451,853,568,0
19064,22000,2,2,2,42,-1,-1,0,-1,-2,-1,17967,15035,13740,13302,10909,10232,7647,7099,3186,2381,4437,3015,0
19065,87000,1,2,1,30,0,-1,-1,-2,-1,0,37551,37682,38924,38971,35489,33407,4093,2243,3936,4158,2909,3698,0
